Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume
2021-10-13 12:00:00,3468.67000000,3477.91000000,3446.82000000,3469.77000000,12575.19440000,2021-10-13 12:59:59.999,43544129.74416500,29133,5685.55250000,19690483.94451100
2021-10-13 13:00:00,3469.78000000,3474.55000000,3435.71000000,3442.37000000,11852.28980000,2021-10-13 13:59:59.999,40982335.32025700,26732,5530.88920000,19125548.79775800
2021-10-13 14:00:00,3442.37000000,3504.78000000,3413.00000000,3486.74000000,30599.36630000,2021-10-13 14:59:59.999,105926108.82356000,73177,16570.90950000,57379955.98972500
2021-10-13 15:00:00,3486.75000000,3513.48000000,3478.51000000,3485.52000000,14487.35580000,2021-10-13 15:59:59.999,50648191.93896200,32338,6640.12260000,23213814.22960300
2021-10-13 16:00:00,3485.53000000,3513.85000000,3480.00000000,3491.70000000,13024.56320000,2021-10-13 16:59:59.999,45509742.93341700,27949,6807.92720000,23791449.63892900
2021-10-13 17:00:00,3491.87000000,3524.86000000,3491.44000000,3510.66000000,15507.56700000,2021-10-13 17:59:59.999,54401381.90071800,32150,8375.33560000,29386526.45230500
2021-10-13 18:00:00,3510.22000000,3536.42000000,3510.22000000,3511.50000000,13518.03630000,2021-10-13 18:59:59.999,47629336.87333400,31742,6536.53160000,23031936.85553300
2021-10-13 19:00:00,3511.82000000,3530.12000000,3508.15000000,3521.23000000,17706.91070000,2021-10-13 19:59:59.999,62303002.85627900,25907,10714.06630000,37692233.16972500
2021-10-13 20:00:00,3521.24000000,3587.01000000,3520.02000000,3573.64000000,38437.08220000,2021-10-13 20:59:59.999,136831361.67608400,101800,20030.31700000,71300608.31577600
2021-10-13 21:00:00,3573.63000000,3588.00000000,3567.64000000,3571.59000000,12254.76150000,2021-10-13 21:59:59.999,43838558.82658600,31464,6062.61410000,21689502.56239000
2021-10-13 22:00:00,3571.44000000,3608.00000000,3571.23000000,3604.00000000,17356.47390000,2021-10-13 22:59:59.999,62325385.77075100,54909,10387.77840000,37309724.45139900
2021-10-13 23:00:00,3604.01000000,3613.00000000,3580.51000000,3607.42000000,14841.48220000,2021-10-13 23:59:59.999,53376344.84675100,36945,7925.37020000,28510609.85350800
2021-10-14 00:00:00,3607.41000000,3634.00000000,3586.04000000,3603.43000000,26987.00480000,2021-10-14 00:59:59.999,97467275.57930700,85686,12160.38230000,43932031.42371900
2021-10-14 01:00:00,3603.01000000,3649.48000000,3598.96000000,3645.24000000,25311.69550000,2021-10-14 01:59:59.999,91777470.57318000,60099,13642.37550000,49476856.19777700
2021-10-14 02:00:00,3645.15000000,3655.65000000,3628.33000000,3635.44000000,16902.91710000,2021-10-14 02:59:59.999,61587355.62211500,63105,9070.38430000,33057616.20142200
2021-10-14 03:00:00,3635.44000000,3647.34000000,3626.36000000,3643.00000000,8796.99430000,2021-10-14 03:59:59.999,31998830.95748300,23249,4531.84370000,16486554.71987000
2021-10-14 04:00:00,3643.00000000,3655.38000000,3632.00000000,3652.70000000,13568.41130000,2021-10-14 04:59:59.999,49402968.06364100,30454,7510.15280000,27346606.75864700
2021-10-14 05:00:00,3652.69000000,3662.80000000,3633.34000000,3636.25000000,11910.14070000,2021-10-14 05:59:59.999,43401807.93895200,38489,6191.97700000,22567463.83952000
2021-10-14 06:00:00,3636.25000000,3648.41000000,3613.00000000,3626.31000000,15419.98500000,2021-10-14 06:59:59.999,56022342.06412300,38016,7288.71410000,26484280.60126900
2021-10-14 07:00:00,3626.30000000,3636.17000000,3619.00000000,3630.01000000,9688.75120000,2021-10-14 07:59:59.999,35153802.83360300,36322,4555.92120000,16532181.19008800
2021-10-14 08:00:00,3630.00000000,3649.00000000,3627.23000000,3645.61000000,11920.98360000,2021-10-14 08:59:59.999,43386382.23943800,28771,5258.58600000,19141472.30466100
2021-10-14 09:00:00,3645.62000000,3646.73000000,3620.00000000,3632.17000000,13418.27780000,2021-10-14 09:59:59.999,48757292.62107600,31589,6903.82090000,25082079.11512800
2021-10-14 10:00:00,3632.17000000,3650.00000000,3624.00000000,3639.99000000,14473.76210000,2021-10-14 10:59:59.999,52665082.05236800,36066,7779.17570000,28305291.35527300
2021-10-14 11:00:00,3640.00000000,3749.33000000,3639.78000000,3735.75000000,58132.56260000,2021-10-14 11:59:59.999,215852541.38324800,222825,33515.40940000,124347748.36121800
2021-10-14 12:00:00,3735.74000000,3759.00000000,3720.04000000,3734.99000000,31152.37630000,2021-10-14 12:59:59.999,116615960.51449900,110435,17108.08880000,64049671.75192000
2021-10-14 13:00:00,3734.99000000,3786.00000000,3723.22000000,3767.97000000,27248.55680000,2021-10-14 13:59:59.999,102478864.80224000,93459,13580.04590000,51072596.40719600
2021-10-14 14:00:00,3767.98000000,3806.00000000,3767.97000000,3792.88000000,37109.23860000,2021-10-14 14:59:59.999,140630197.24249700,113997,20121.73610000,76273660.86489600
2021-10-14 15:00:00,3792.87000000,3819.00000000,3757.36000000,3808.42000000,40977.74860000,2021-10-14 15:59:59.999,155673107.88607000,90593,22103.59230000,83984857.05723100
2021-10-14 16:00:00,3808.41000000,3824.00000000,3768.24000000,3783.08000000,30370.07340000,2021-10-14 16:59:59.999,115342805.09466400,78997,14348.94100000,54508545.95798700
2021-10-14 17:00:00,3783.08000000,3809.90000000,3778.47000000,3791.53000000,11727.77070000,2021-10-14 17:59:59.999,44541689.92503300,32119,5656.88400000,21483912.10963700
2021-10-14 18:00:00,3791.53000000,3801.84000000,3752.40000000,3799.43000000,23063.40200000,2021-10-14 18:59:59.999,87128644.79144400,73584,11158.93630000,42157759.72530300
2021-10-14 19:00:00,3799.42000000,3806.77000000,3758.00000000,3791.77000000,14779.12410000,2021-10-14 19:59:59.999,55914190.40171600,35056,6853.36820000,25928656.61207800
2021-10-14 20:00:00,3791.77000000,3792.52000000,3756.90000000,3758.03000000,7630.12120000,2021-10-14 20:59:59.999,28770806.59377300,22726,3548.61300000,13379443.42755200
2021-10-14 21:00:00,3758.04000000,3776.97000000,3755.00000000,3776.96000000,8405.18690000,2021-10-14 21:59:59.999,31659585.20679600,32305,5108.96740000,19246669.16553900
2021-10-14 22:00:00,3776.96000000,3788.91000000,3760.39000000,3781.35000000,9330.66630000,2021-10-14 22:59:59.999,35223919.10683200,26836,5640.99420000,21304363.30737600
2021-10-14 23:00:00,3781.36000000,3795.00000000,3761.66000000,3790.82000000,13568.39640000,2021-10-14 23:59:59.999,51340009.45009100,25529,8095.00040000,30633334.43203100
2021-10-15 00:00:00,3790.82000000,3798.00000000,3754.01000000,3766.00000000,16417.78970000,2021-10-15 00:59:59.999,61953198.55211300,40930,7853.45570000,29645192.78971600
2021-10-15 01:00:00,3766.00000000,3773.58000000,3734.10000000,3748.90000000,17275.42370000,2021-10-15 01:59:59.999,64790491.38387400,40046,7637.30910000,28644915.04633500
2021-10-15 02:00:00,3748.91000000,3839.89000000,3737.00000000,3830.52000000,45592.56430000,2021-10-15 02:59:59.999,173257701.97527600,119989,28096.07240000,106846640.92768300
2021-10-15 03:00:00,3830.52000000,3839.60000000,3814.06000000,3820.92000000,20716.36030000,2021-10-15 03:59:59.999,79238959.72499000,40009,10410.79330000,39816491.80749100
2021-10-15 04:00:00,3820.93000000,3824.94000000,3795.72000000,3822.54000000,21922.93020000,2021-10-15 04:59:59.999,83507610.88338100,55670,9718.15310000,37019754.00090700
2021-10-15 05:00:00,3822.55000000,3859.60000000,3818.02000000,3851.35000000,25948.96910000,2021-10-15 05:59:59.999,99619537.60094400,95876,13823.31880000,53081608.21351900
2021-10-15 06:00:00,3851.35000000,3854.99000000,3817.28000000,3826.08000000,20827.77200000,2021-10-15 06:59:59.999,79831353.01479200,46560,8343.53000000,31990439.17915200
2021-10-15 07:00:00,3826.01000000,3827.33000000,3803.31000000,3805.05000000,15119.85350000,2021-10-15 07:59:59.999,57683455.93993800,36941,7125.58880000,27185498.36455900
2021-10-15 08:00:00,3805.05000000,3809.17000000,3750.12000000,3764.98000000,35450.42060000,2021-10-15 08:59:59.999,134032577.95832900,95319,16759.24610000,63363020.35201300
2021-10-15 09:00:00,3764.78000000,3782.96000000,3744.01000000,3781.10000000,20102.59290000,2021-10-15 09:59:59.999,75669598.54723700,45452,9651.67690000,36344355.90775000
2021-10-15 10:00:00,3781.10000000,3782.70000000,3753.17000000,3782.65000000,16109.98210000,2021-10-15 10:59:59.999,60677575.47199200,38972,7194.23440000,27099675.30258900
2021-10-15 11:00:00,3782.65000000,3791.96000000,3777.04000000,3778.64000000,11492.89940000,2021-10-15 11:59:59.999,43486767.38925300,41661,5619.95760000,21266824.94540800
2021-10-15 12:00:00,3778.65000000,3800.26000000,3767.56000000,3768.30000000,17131.01230000,2021-10-15 12:59:59.999,64735859.17255800,30836,9216.17410000,34832647.42407300
2021-10-15 13:00:00,3768.30000000,3833.45000000,3765.11000000,3815.00000000,22755.39260000,2021-10-15 13:59:59.999,86593863.45554300,49315,11321.02170000,43080405.39790800
2021-10-15 14:00:00,3815.00000000,3825.73000000,3792.96000000,3809.37000000,19832.30950000,2021-10-15 14:59:59.999,75594862.65354600,51378,10050.43270000,38301555.59495800
2021-10-15 15:00:00,3809.37000000,3813.63000000,3784.25000000,3791.09000000,16596.40130000,2021-10-15 15:59:59.999,63018057.86811700,36021,8338.76680000,31663586.55969500
2021-10-15 16:00:00,3791.09000000,3865.00000000,3788.88000000,3862.43000000,27280.20070000,2021-10-15 16:59:59.999,104498349.39069100,110317,14830.94560000,56827159.58321900
2021-10-15 17:00:00,3862.44000000,3870.00000000,3843.09000000,3856.81000000,23207.75230000,2021-10-15 17:59:59.999,89544521.66531700,67043,10554.92200000,40730050.49730400
2021-10-15 18:00:00,3856.82000000,3891.39000000,3856.54000000,3879.97000000,20799.50780000,2021-10-15 18:59:59.999,80626504.35847000,78330,11428.28510000,44296687.53238900
2021-10-15 19:00:00,3879.97000000,3882.99000000,3836.10000000,3848.90000000,14561.66560000,2021-10-15 19:59:59.999,56142319.74345800,51589,6535.90190000,25201291.82002500
2021-10-15 20:00:00,3848.91000000,3907.77000000,3833.00000000,3881.36000000,35909.09810000,2021-10-15 20:59:59.999,139148914.36938700,128831,19442.07190000,75379828.48631700
2021-10-15 21:00:00,3881.37000000,3884.63000000,3820.87000000,3841.40000000,14950.99610000,2021-10-15 21:59:59.999,57667776.02105900,46893,6705.38620000,25871925.37288000
2021-10-15 22:00:00,3841.41000000,3857.73000000,3832.15000000,3849.76000000,12072.02720000,2021-10-15 22:59:59.999,46407367.99884200,24366,6520.13080000,25060168.42774900
2021-10-15 23:00:00,3849.77000000,3874.00000000,3839.55000000,3868.99000000,12247.81070000,2021-10-15 23:59:59.999,47238728.71939200,27593,6991.11850000,26964413.11443800
2021-10-16 00:00:00,3868.38000000,3872.98000000,3838.98000000,3844.83000000,11349.84540000,2021-10-16 00:59:59.999,43750495.95556800,24068,5304.04720000,20445672.84190000
2021-10-16 01:00:00,3844.84000000,3854.95000000,3823.04000000,3836.19000000,10986.79500000,2021-10-16 01:59:59.999,42174597.18129600,22497,5559.32550000,21342115.74928800
2021-10-16 02:00:00,3836.18000000,3854.78000000,3823.81000000,3853.31000000,11101.00120000,2021-10-16 02:59:59.999,42603684.50386600,19960,5712.78150000,21924739.39429300
2021-10-16 03:00:00,3853.31000000,3853.31000000,3833.00000000,3842.95000000,7793.79260000,2021-10-16 03:59:59.999,29962490.31957700,16350,3851.07980000,14804773.77508300
2021-10-16 04:00:00,3842.95000000,3867.82000000,3834.66000000,3834.66000000,12265.49540000,2021-10-16 04:59:59.999,47208326.27524800,25322,5827.96300000,22428167.93438100
2021-10-16 05:00:00,3834.67000000,3866.42000000,3832.22000000,3855.98000000,10932.77680000,2021-10-16 05:59:59.999,42142451.82601300,28330,5949.33660000,22932536.48732400
2021-10-16 06:00:00,3855.99000000,3866.00000000,3848.10000000,3848.10000000,9488.40060000,2021-10-16 06:59:59.999,36590077.17042900,19703,4741.72620000,18286037.57798400
2021-10-16 07:00:00,3848.10000000,3853.72000000,3834.25000000,3853.72000000,7654.88290000,2021-10-16 07:59:59.999,29427980.84645400,20539,3988.26230000,15334126.80851600
2021-10-16 08:00:00,3853.71000000,3944.61000000,3850.15000000,3940.63000000,53306.19880000,2021-10-16 08:59:59.999,208636311.69355800,149311,28913.33490000,113117319.16332800
2021-10-16 09:00:00,3940.63000000,3949.80000000,3913.46000000,3934.67000000,26916.09380000,2021-10-16 09:59:59.999,105809077.11896400,70116,14312.01090000,56263372.19728300
2021-10-16 10:00:00,3934.67000000,3950.00000000,3927.17000000,3937.81000000,19643.83650000,2021-10-16 10:59:59.999,77361577.57774100,44160,12436.27070000,48989158.26634500
2021-10-16 11:00:00,3937.80000000,3966.00000000,3924.80000000,3956.75000000,18184.51370000,2021-10-16 11:59:59.999,71732731.20842800,67488,10455.05280000,41251597.92451800
2021-10-16 12:00:00,3956.75000000,3971.00000000,3876.06000000,3896.89000000,38678.21570000,2021-10-16 12:59:59.999,151659591.11146700,115577,15380.98170000,60384820.21506500
2021-10-16 13:00:00,3896.89000000,3919.14000000,3885.22000000,3919.13000000,18091.25050000,2021-10-16 13:59:59.999,70623825.54105200,51950,8845.41510000,34532783.75719500
2021-10-16 14:00:00,3919.13000000,3922.98000000,3894.34000000,3899.00000000,12109.75000000,2021-10-16 14:59:59.999,47355295.09201000,27515,6374.51990000,24926840.23033800
2021-10-16 15:00:00,3899.01000000,3919.21000000,3883.63000000,3907.64000000,13514.12960000,2021-10-16 15:59:59.999,52747154.65049000,33153,6114.20950000,23861835.47010700
2021-10-16 16:00:00,3907.64000000,3914.75000000,3886.36000000,3896.20000000,9306.70720000,2021-10-16 16:59:59.999,36297038.18253900,39357,4507.30500000,17579439.18869600
2021-10-16 17:00:00,3896.19000000,3896.20000000,3832.07000000,3869.99000000,28142.42600000,2021-10-16 17:59:59.999,108532319.05627300,91626,12276.45290000,47342706.56732500
2021-10-16 18:00:00,3869.99000000,3881.79000000,3855.00000000,3868.75000000,8928.62490000,2021-10-16 18:59:59.999,34518525.20444700,29708,4649.97930000,17976457.40113400
2021-10-16 19:00:00,3868.75000000,3870.00000000,3838.04000000,3838.99000000,6278.18660000,2021-10-16 19:59:59.999,24216072.30574500,18918,2863.81750000,11050549.54339200
2021-10-16 20:00:00,3839.06000000,3844.36000000,3803.56000000,3832.99000000,15127.16020000,2021-10-16 20:59:59.999,57823301.83546400,49276,6522.54840000,24935822.21633000
2021-10-16 21:00:00,3833.00000000,3842.00000000,3812.93000000,3814.97000000,7562.29180000,2021-10-16 21:59:59.999,28961435.09891400,27572,3886.50270000,14883063.78177100
2021-10-16 22:00:00,3814.97000000,3831.58000000,3804.12000000,3826.02000000,8853.11360000,2021-10-16 22:59:59.999,33787285.89314000,24337,4404.89770000,16811057.88130400
2021-10-16 23:00:00,3826.03000000,3853.32000000,3817.31000000,3829.96000000,7512.36610000,2021-10-16 23:59:59.999,28831255.74896500,20936,4218.29110000,16191184.10657300
2021-10-17 00:00:00,3829.96000000,3843.53000000,3805.12000000,3840.41000000,14009.10170000,2021-10-17 00:59:59.999,53556090.82412600,40816,6197.81100000,23701616.69524800
2021-10-17 01:00:00,3840.41000000,3865.76000000,3835.79000000,3848.76000000,12579.83670000,2021-10-17 01:59:59.999,48482199.39164200,40667,6986.75530000,26922938.14645900
2021-10-17 02:00:00,3848.77000000,3860.65000000,3840.12000000,3849.59000000,6608.06050000,2021-10-17 02:59:59.999,25433952.89871700,22474,3593.16390000,13831048.35964300
2021-10-17 03:00:00,3849.60000000,3888.58000000,3846.38000000,3878.16000000,10539.98160000,2021-10-17 03:59:59.999,40827519.23441100,26100,5558.12170000,21533372.40430600
2021-10-17 04:00:00,3878.11000000,3908.16000000,3870.20000000,3874.66000000,12816.67430000,2021-10-17 04:59:59.999,49863141.55548000,36466,6215.45140000,24185871.67627600
2021-10-17 05:00:00,3874.70000000,3884.52000000,3854.00000000,3856.68000000,10272.91310000,2021-10-17 05:59:59.999,39748519.42184900,32054,4171.41130000,16137560.30188300
2021-10-17 06:00:00,3856.67000000,3884.05000000,3854.04000000,3874.47000000,6677.25130000,2021-10-17 06:59:59.999,25855789.18753800,18017,3247.68040000,12576185.82293300
2021-10-17 07:00:00,3874.47000000,3919.19000000,3871.19000000,3877.48000000,17203.59540000,2021-10-17 07:59:59.999,67009877.75532700,38702,9275.93210000,36146331.53990000
2021-10-17 08:00:00,3877.47000000,3904.39000000,3877.47000000,3888.24000000,10451.42750000,2021-10-17 08:59:59.999,40694575.73323800,34294,6203.92740000,24158092.06358000
2021-10-17 09:00:00,3888.24000000,3910.00000000,3881.12000000,3893.91000000,8879.09170000,2021-10-17 09:59:59.999,34587323.32720900,21721,4330.71280000,16869469.62736000
2021-10-17 10:00:00,3893.91000000,3899.90000000,3873.64000000,3884.20000000,8927.72540000,2021-10-17 10:59:59.999,34721437.57885900,20968,4233.00030000,16464620.09436900
2021-10-17 11:00:00,3884.21000000,3895.76000000,3856.88000000,3858.79000000,9416.39710000,2021-10-17 11:59:59.999,36500854.62297400,27986,4179.08460000,16202332.46489000
2021-10-17 12:00:00,3858.80000000,3865.29000000,3835.54000000,3853.97000000,16565.28410000,2021-10-17 12:59:59.999,63772661.16730200,43664,9094.93850000,35018987.44676600
2021-10-17 13:00:00,3853.97000000,3875.00000000,3845.69000000,3860.49000000,10689.43420000,2021-10-17 13:59:59.999,41257209.42401100,24616,5320.88550000,20530475.11935400
2021-10-17 14:00:00,3860.49000000,3863.00000000,3842.00000000,3855.67000000,7054.36410000,2021-10-17 14:59:59.999,27176137.44327300,18024,3610.22400000,13909476.86465100
2021-10-17 15:00:00,3855.67000000,3859.44000000,3765.96000000,3788.21000000,34956.38730000,2021-10-17 15:59:59.999,132841513.93828100,98386,14250.27810000,54138942.78456000
2021-10-17 16:00:00,3788.21000000,3814.45000000,3780.33000000,3812.09000000,16570.55920000,2021-10-17 16:59:59.999,62956567.44291800,34325,8424.29790000,32016929.40958700
2021-10-17 17:00:00,3812.09000000,3813.56000000,3790.00000000,3804.68000000,6663.96560000,2021-10-17 17:59:59.999,25343371.26700000,20928,3045.93430000,11583443.32476500
2021-10-17 18:00:00,3804.68000000,3814.58000000,3799.34000000,3811.18000000,7021.45620000,2021-10-17 18:59:59.999,26741083.11072700,18250,3291.73960000,12535609.80747400
2021-10-17 19:00:00,3811.19000000,3812.00000000,3755.51000000,3766.35000000,14369.46180000,2021-10-17 19:59:59.999,54282965.63036000,42452,6473.72840000,24452439.87780200
2021-10-17 20:00:00,3766.36000000,3766.36000000,3640.00000000,3698.43000000,63106.80920000,2021-10-17 20:59:59.999,233850098.32823700,165931,26301.30030000,97489049.74931000
2021-10-17 21:00:00,3698.43000000,3766.50000000,3688.51000000,3764.93000000,19197.04940000,2021-10-17 21:59:59.999,71612317.97882500,55676,10676.38480000,39821124.58718400
2021-10-17 22:00:00,3764.94000000,3829.99000000,3762.91000000,3826.47000000,26588.85310000,2021-10-17 22:59:59.999,101062519.61118700,77141,14145.22860000,53769069.63139900
2021-10-17 23:00:00,3826.16000000,3862.92000000,3814.96000000,3846.85000000,17733.30260000,2021-10-17 23:59:59.999,68029931.96727700,65666,9599.94990000,36835288.67741400
2021-10-18 00:00:00,3847.00000000,3888.00000000,3838.18000000,3876.21000000,21578.76790000,2021-10-18 00:59:59.999,83433388.13624300,61199,11463.77240000,44325418.31961700
2021-10-18 01:00:00,3876.20000000,3893.14000000,3858.99000000,3874.93000000,14354.38890000,2021-10-18 01:59:59.999,55661146.94296100,37004,6824.84660000,26465208.27236400
2021-10-18 02:00:00,3874.93000000,3883.17000000,3859.20000000,3861.42000000,8846.50150000,2021-10-18 02:59:59.999,34241294.33508100,20233,3999.55900000,15481149.00330800
2021-10-18 03:00:00,3861.42000000,3871.46000000,3832.00000000,3852.77000000,9999.43280000,2021-10-18 03:59:59.999,38528051.02590900,28948,4338.04160000,16715476.18970200
2021-10-18 04:00:00,3852.96000000,3867.15000000,3842.19000000,3865.71000000,8594.69590000,2021-10-18 04:59:59.999,33119651.58338700,20749,3953.64030000,15235253.59322500
2021-10-18 05:00:00,3865.70000000,3879.88000000,3855.20000000,3875.77000000,9227.37000000,2021-10-18 05:59:59.999,35676787.01122300,23719,5290.14380000,20455869.92204100
2021-10-18 06:00:00,3875.77000000,3886.56000000,3857.30000000,3862.12000000,10088.66970000,2021-10-18 06:59:59.999,39052302.63258000,24146,5529.86270000,21406058.74324500
2021-10-18 07:00:00,3862.29000000,3876.74000000,3834.24000000,3837.52000000,12045.60480000,2021-10-18 07:59:59.999,46496544.80562700,29363,5808.47650000,22428159.03408000
2021-10-18 08:00:00,3837.81000000,3861.60000000,3813.23000000,3822.84000000,18576.70270000,2021-10-18 08:59:59.999,71192717.78769600,44734,8252.04920000,31627449.33863300
2021-10-18 09:00:00,3822.78000000,3841.94000000,3763.41000000,3799.36000000,23832.56120000,2021-10-18 09:59:59.999,90763467.53703700,62876,11003.11600000,41927660.59425700
2021-10-18 10:00:00,3799.53000000,3799.65000000,3752.52000000,3785.16000000,29915.29020000,2021-10-18 10:59:59.999,113001344.80009700,61862,15969.92620000,60330879.25661600
2021-10-18 11:00:00,3785.38000000,3796.95000000,3704.52000000,3745.45000000,29292.13980000,2021-10-18 11:59:59.999,109773474.42643700,86081,12863.05790000,48230414.21601200
2021-10-18 12:00:00,3745.70000000,3759.81000000,3706.23000000,3729.35000000,23836.48110000,2021-10-18 12:59:59.999,89004812.40866700,50844,12571.87920000,46941724.31113300
2021-10-18 13:00:00,3729.36000000,3805.26000000,3676.00000000,3802.64000000,48084.04310000,2021-10-18 13:59:59.999,180219608.46867100,104889,22384.75210000,83944729.18114800
2021-10-18 14:00:00,3802.64000000,3821.74000000,3765.79000000,3786.39000000,17978.84130000,2021-10-18 14:59:59.999,68277363.96295400,56993,8642.64760000,32824079.70726700
2021-10-18 15:00:00,3786.43000000,3789.05000000,3731.87000000,3761.00000000,21844.49090000,2021-10-18 15:59:59.999,82023302.05612700,54082,10331.64700000,38797169.42160700
2021-10-18 16:00:00,3761.00000000,3779.81000000,3711.00000000,3730.32000000,19890.42960000,2021-10-18 16:59:59.999,74500963.51943400,49921,9934.46050000,37229137.77504300
2021-10-18 17:00:00,3730.31000000,3751.57000000,3725.69000000,3729.92000000,11307.67140000,2021-10-18 17:59:59.999,42283564.27558100,25256,5831.92820000,21805639.10699800
2021-10-18 18:00:00,3729.93000000,3746.80000000,3720.25000000,3729.12000000,11183.66120000,2021-10-18 18:59:59.999,41759271.42310000,27227,4515.32480000,16860912.40987900
2021-10-18 19:00:00,3729.13000000,3751.30000000,3695.17000000,3747.72000000,17726.95340000,2021-10-18 19:59:59.999,65941570.49204900,38885,8832.49830000,32870975.63033400
2021-10-18 20:00:00,3747.73000000,3766.78000000,3730.51000000,3733.96000000,11857.77310000,2021-10-18 20:59:59.999,44448254.94824900,27244,6363.25350000,23849215.17750000
2021-10-18 21:00:00,3733.96000000,3760.41000000,3723.11000000,3745.54000000,5619.53860000,2021-10-18 21:59:59.999,21033685.08798600,18531,3022.52690000,11314564.53490500
2021-10-18 22:00:00,3745.54000000,3750.00000000,3714.81000000,3747.23000000,9932.97400000,2021-10-18 22:59:59.999,37054243.32289500,23316,5195.33460000,19381981.56822300
2021-10-18 23:00:00,3747.24000000,3757.00000000,3735.39000000,3744.96000000,6204.99030000,2021-10-18 23:59:59.999,23241810.32033700,16446,2975.72780000,11146371.63407800
2021-10-19 00:00:00,3744.96000000,3774.92000000,3732.00000000,3750.61000000,10103.14450000,2021-10-19 00:59:59.999,37965668.00998900,26121,5149.38710000,19350193.54298900
2021-10-19 01:00:00,3750.60000000,3808.63000000,3750.60000000,3786.67000000,13097.03020000,2021-10-19 01:59:59.999,49563434.80196400,38825,7755.19020000,29356862.45648800
2021-10-19 02:00:00,3786.66000000,3801.72000000,3778.57000000,3787.07000000,8189.50590000,2021-10-19 02:59:59.999,31037144.94883400,18538,3850.60350000,14594452.02131000
2021-10-19 03:00:00,3787.07000000,3847.00000000,3780.06000000,3823.01000000,22810.73600000,2021-10-19 03:59:59.999,87065260.60090800,58903,12875.87290000,49170847.40334200
2021-10-19 04:00:00,3823.01000000,3845.00000000,3815.01000000,3817.34000000,12957.57780000,2021-10-19 04:59:59.999,49674355.54129900,29051,6670.98770000,25575559.07483700
2021-10-19 05:00:00,3817.34000000,3832.00000000,3810.53000000,3820.01000000,7817.88340000,2021-10-19 05:59:59.999,29880229.99182800,18016,3130.51340000,11963656.34358800
2021-10-19 06:00:00,3820.00000000,3830.00000000,3777.76000000,3787.66000000,11922.08800000,2021-10-19 06:59:59.999,45276935.21568200,33018,5291.37940000,20101179.72270800
2021-10-19 07:00:00,3787.66000000,3811.92000000,3768.93000000,3809.51000000,9568.64910000,2021-10-19 07:59:59.999,36267493.75410000,33510,4860.39860000,18421643.99953200
2021-10-19 08:00:00,3809.57000000,3810.21000000,3771.62000000,3809.99000000,10685.70660000,2021-10-19 08:59:59.999,40505054.54127500,27608,5401.96480000,20470956.17383100
2021-10-19 09:00:00,3810.00000000,3817.48000000,3780.64000000,3792.62000000,8611.37360000,2021-10-19 09:59:59.999,32684517.73740800,22884,4004.86750000,15199967.23745500
2021-10-19 10:00:00,3792.65000000,3804.98000000,3782.19000000,3790.77000000,8070.41610000,2021-10-19 10:59:59.999,30611537.83952600,19518,4255.98220000,16143935.37597300
2021-10-19 11:00:00,3790.77000000,3819.38000000,3782.54000000,3798.13000000,10602.72460000,2021-10-19 11:59:59.999,40327585.62181200,33411,5722.04040000,21766926.31681500
2021-10-19 12:00:00,3798.14000000,3816.99000000,3787.18000000,3801.45000000,11451.64690000,2021-10-19 12:59:59.999,43553301.31617500,31617,5725.66150000,21774702.14491800
2021-10-19 13:00:00,3801.46000000,3860.00000000,3783.73000000,3809.41000000,36538.18000000,2021-10-19 13:59:59.999,139595521.19606600,101596,18455.56850000,70527253.09730800
2021-10-19 14:00:00,3809.40000000,3818.61000000,3741.55000000,3801.39000000,29849.78570000,2021-10-19 14:59:59.999,112814368.06027500,71227,13661.15580000,51667933.37441600
2021-10-19 15:00:00,3801.37000000,3814.59000000,3774.20000000,3774.98000000,15111.13200000,2021-10-19 15:59:59.999,57377677.58318500,37573,6905.53300000,26222669.81804300
2021-10-19 16:00:00,3774.99000000,3806.16000000,3774.49000000,3805.88000000,10182.04550000,2021-10-19 16:59:59.999,38577235.36944200,23083,5378.12610000,20376038.55057100
2021-10-19 17:00:00,3806.02000000,3821.78000000,3801.96000000,3812.03000000,12483.78440000,2021-10-19 17:59:59.999,47587273.24261500,27102,5986.10430000,22818994.74215700
2021-10-19 18:00:00,3812.04000000,3815.69000000,3795.75000000,3806.24000000,11905.22750000,2021-10-19 18:59:59.999,45310733.53943500,33656,6190.16340000,23561361.59614100
2021-10-19 19:00:00,3806.25000000,3839.21000000,3806.25000000,3816.48000000,18884.67830000,2021-10-19 19:59:59.999,72175228.46748600,52455,9770.71220000,37343491.81647100
2021-10-19 20:00:00,3816.47000000,3825.66000000,3801.54000000,3806.25000000,12852.32370000,2021-10-19 20:59:59.999,49031757.28823000,27361,6191.56600000,23622994.83441900
2021-10-19 21:00:00,3806.25000000,3821.54000000,3800.11000000,3812.66000000,8912.43500000,2021-10-19 21:59:59.999,33982099.07753700,22797,5001.99070000,19073792.86677300
2021-10-19 22:00:00,3812.67000000,3880.00000000,3811.25000000,3878.47000000,24183.82530000,2021-10-19 22:59:59.999,93115953.46819400,83029,14150.97050000,54493568.26083700
2021-10-19 23:00:00,3878.45000000,3886.89000000,3861.29000000,3877.03000000,14476.47220000,2021-10-19 23:59:59.999,56085902.71987700,54116,7937.82110000,30758649.24144700
